respondentid,political_views,trust_in_press,online_paid_access,impression_with_access_to_data,trump_as_president,age,gender,income,us_region,startdate,enddate,new_york_times,wall_street_journal,usa_today,washington_post,fox_news,breitbart,cnn,buzzfeed,huffington_post,time,us_news_and_world_report,other
6172859986,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,1,0,0,0,0,0
6172859925,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,60+,Female,"$50,000-$74,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,1,0,0
6172859525,Liberal,Not Very Much,No,No Change,Strongly Disapprove,18-29,Female,Prefer Not To Answer,East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,1,0
6172859474,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,"$100,000-$124,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NPR
6172859465,Conservative,None At All,Yes,Increase Trust,Strongly Approve,60+,Male,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172858790,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172858787,Moderate,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172858484,Very Conservative,Not Very Much,No,No Change,Strongly Approve,30-44,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172858154,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Female,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,1,0,0,1,1,0,0,0,0,0,0
6172857667,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Male,"$150,000-$174,999",East North Central,2017-04-28,2017-04-28,0,1,1,0,0,0,1,0,0,0,0,0
6172857429,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Male,"$150,000-$174,999",Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,1,0,0,0,0,0,0
6172857380,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,1,0,0
6172855918,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$10,000-$24,999",East North Central,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,1,0,0
6172855699,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172855088,Very Liberal,None At All,Yes,Increase Trust,Strongly Disapprove,45-59,Female,"$150,000-$174,999",South Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,"UK Guardian, PBS"
6172855017,Moderate,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,1,0,0,1,0,0,0,1,0,0,0,0
6172853747,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,18-29,Female,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172853681,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$175,000-$199,999",East North Central,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172853575,Moderate,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6172852046,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,West North Central,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172851124,Moderate,Great Deal,No,No Change,Strongly Disapprove,45-59,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,1,0,0,0
6172851073,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,1,1,0,0,1,0,0,0,1,0
6172851051,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,60+,Female,"$175,000-$199,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,0,1,1,Local news programming
6172850835,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",West South Central,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172850766,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",West North Central,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,0,0,0,0
6172850475,Conservative,Not Very Much,No,No Change,Somewhat Approve,60+,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,I question most news agencies
6172850247,Moderate,Fair Amount,No,Increase Trust,Somewhat Disapprove,60+,Female,"$175,000-$199,999",East North Central,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,1,0,0
6172848945,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6172848937,Moderate,Not Very Much,No,Decrease Trust,Strongly Disapprove,60+,Female,"$100,000-$124,999",West South Central,2017-04-28,2017-04-28,1,1,0,0,0,0,1,0,0,1,0,0
6172848818,Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,1,0,1,1,0,0,0,0,1,1,1,0
6172848601,Very Conservative,Not Very Much,No,Decrease Trust,Strongly Approve,45-59,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172848147,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,1,1,0,0
6172847980,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,TV
6172847967,Conservative,Fair Amount,No,Increase Trust,Somewhat Disapprove,45-59,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,1,0,0
6172847596,Conservative,Not Very Much,Yes,Decrease Trust,Strongly Approve,45-59,Female,"$125,000-$149,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172847373,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,San Jose Mercury-News
6172847143,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$100,000-$124,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,ABC news
6172846725,Conservative,Not Very Much,No,No Change,Somewhat Approve,60+,Female,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,0,1,0,0,0,0,0,0,0
6172845033,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,1,0,0,0,0,0,0
6172844922,Very Liberal,Fair Amount,No,No Change,Strongly Disapprove,60+,Female,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,1,1,1,0
6172844916,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,1,0,0,0
6172844767,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$10,000-$24,999",Middle Atlantic,2017-04-28,2017-04-28,1,1,1,0,0,0,1,0,0,1,1,0
6172844724,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172843899,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$125,000-$149,999",New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,0,0,0
6172843839,Conservative,Not Very Much,No,Increase Trust,Somewhat Disapprove,30-44,Female,Prefer Not To Answer,West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"None. I think most, if not all, have a slant."
6172843597,Liberal,Not Very Much,No,Increase Trust,Somewhat Disapprove,60+,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,1,1,1,0,1,0,0,0,0,0
6172841628,Conservative,None At All,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None by self
6172840886,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Disapprove,60+,Female,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,0,0
6172839268,Conservative,None At All,Yes,Increase Trust,Somewhat Approve,18-29,Female,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,1,1,0,0,0,0,0,0,0,1,0
6172838988,Moderate,Fair Amount,No,Increase Trust,Strongly Approve,45-59,Male,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,1,0,0,0
6172838368,Conservative,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,"CBS, NBC, ABC"
6172838306,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Male,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,1,0,0,0,0,0,0,0
6172837331,Liberal,Not Very Much,No,No Change,Strongly Disapprove,45-59,Male,"$10,000-$24,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,0,0,0,1,1,0,0,0
6172836252,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,1,0,1,0,0,1,0,MSNBC
6172835898,Very Conservative,Not Very Much,No,No Change,Somewhat Approve,60+,Male,"$200,000 & up",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172835757,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,0,1,0
6172833324,Conservative,Not Very Much,No,No Change,Strongly Approve,45-59,Male,"$150,000-$174,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172832832,Conservative,Not Very Much,No,No Change,Somewhat Approve,45-59,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None of them.  I read articles from various places to determine the validity.
6172832802,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,New England,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,0,0
6172831917,Conservative,Fair Amount,Yes,Increase Trust,Strongly Approve,60+,Male,"$200,000 & up",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172831731,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172830593,Conservative,None At All,No,Increase Trust,Strongly Approve,30-44,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172830146,Conservative,None At All,No,Increase Trust,Strongly Approve,60+,Female,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,0,"BBC, Reuter"
6172829668,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",South Atlantic,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,1,1,0
6172828397,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Female,"$150,000-$174,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,BBC
6172828346,Conservative,Fair Amount,Yes,Increase Trust,Somewhat Approve,60+,Female,"$10,000-$24,999",Pacific,2017-04-28,2017-04-28,0,0,0,1,0,0,1,0,0,1,0,0
6172828003,Very Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Male,"$75,000-$99,999",Mountain,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,1,1,1,0
6172827857,Moderate,Not Very Much,No,No Change,Somewhat Disapprove,60+,Male,Prefer Not To Answer,West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Pbs
6172827786,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Male,"$100,000-$124,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,1,0
6172827672,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,1,0,1,0,0
6172827437,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,1,0,0,NPR
6172827129,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,30-44,Female,"$75,000-$99,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172827063,Moderate,Fair Amount,No,No Change,Strongly Disapprove,45-59,Female,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,1,0
6172827027,Conservative,Not Very Much,Yes,Increase Trust,Somewhat Approve,60+,Male,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,The Oregonian
6172826425,Moderate,Not Very Much,No,Decrease Trust,Strongly Approve,45-59,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,1,0,1,0,1,0,0,1,0,0
6172825822,Very Conservative,Great Deal,Yes,No Change,Strongly Disapprove,45-59,Female,"$10,000-$24,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,1,0,1,0,0,0,1,0
6172825601,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Male,"$10,000-$24,999",New England,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,1,0,PBS & NPR
6172825145,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,18-29,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,1,1,1,0,1,0,1,0,1,0
6172824813,Very Liberal,Not Very Much,No,No Change,Strongly Disapprove,30-44,Female,Prefer Not To Answer,East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6172823962,Moderate,Not Very Much,No,Increase Trust,Somewhat Disapprove,18-29,Male,"$25,000-$49,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,BBC
6172823770,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$25,000-$49,999",East South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,1,0,0
6172823643,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,60+,Female,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172823470,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,0,0,0,0,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,1,1,0
6172823382,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,1,1,0
6172823375,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Mountain,2017-04-28,2017-04-28,1,0,0,1,0,0,1,0,0,0,0,"PBS, BBC"
6172822659,Conservative,None At All,Yes,Increase Trust,Strongly Approve,60+,Male,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172821901,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Male,"$25,000-$49,999",Middle Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,0,0,0
6172821562,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,South Atlantic,2017-04-28,2017-04-28,0,1,0,0,0,0,0,0,0,1,0,0
6172821113,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,0,1,1,1,1,0
6172820699,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,0,0,0,0
6172820531,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Female,"$50,000-$74,999",East North Central,2017-04-28,2017-04-28,0,0,1,0,1,0,0,0,0,0,0,0
6172820228,Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,30-44,Female,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,0,1,0,0,1,0,1,0,0,1,0,0
6172820170,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",0,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,0,0,0
6172820067,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,45-59,Male,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,San Jose Mercury News
6172819823,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Mountain,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,1,0,0,0
6172818555,Very Liberal,Fair Amount,Yes,Increase Trust,Strongly Disapprove,45-59,Male,Prefer Not To Answer,New England,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,1,0,1,Public Radio and TV
6172818236,Moderate,Great Deal,Yes,Increase Trust,Strongly Disapprove,45-59,Female,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,0,0
6172817943,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Disapprove,45-59,Male,"$25,000-$49,999",West South Central,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,1,1,0
6172817167,Moderate,Not Very Much,No,No Change,Somewhat Approve,60+,Male,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172817100,Very Conservative,Fair Amount,Yes,Increase Trust,Strongly Disapprove,30-44,Female,"$10,000-$24,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,0,0,0,1,0,1,0,0,0
6172817012,Very Liberal,Not Very Much,No,Increase Trust,Strongly Disapprove,18-29,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None of the above.  All are biased in some way.
6172816161,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,0,0,0
6172815918,Conservative,None At All,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172815349,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,0,1,1,1,0,0,1,0,0,1,1,0
6172815230,Liberal,Fair Amount,No,No Change,Strongly Approve,30-44,Female,"$10,000-$24,999",0,2017-04-28,2017-04-28,0,0,1,0,0,0,1,0,0,0,1,0
6172815050,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,18-29,Female,"$50,000-$74,999",Middle Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,1,0,0,0
6172813873,Moderate,None At All,No,No Change,Somewhat Approve,30-44,Female,"$75,000-$99,999",New England,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,Democracy Now! 
6172813442,Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,MSNBC
6172812457,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,1,0,0,1,1,0,1,0,1,1,1,0
6172812456,Moderate,Not Very Much,Yes,Increase Trust,Somewhat Approve,45-59,Male,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,Salzburger Nachtritung
6172812432,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,1,0,0,0,0,0,0,0,NPR
6172811825,Moderate,None At All,No,No Change,Somewhat Approve,45-59,Female,"$75,000-$99,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,None
6172811406,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,CBS
6172809245,Liberal,Great Deal,No,Increase Trust,Strongly Disapprove,45-59,Female,"$125,000-$149,999",West North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,0,1,1,0
6172808770,Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,30-44,Female,"$125,000-$149,999",Pacific,2017-04-28,2017-04-28,1,0,1,0,1,1,1,0,1,1,0,0
6172808025,Moderate,Not Very Much,No,Increase Trust,Strongly Disapprove,60+,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,0,0,1,0,0,0,0,0
6172807885,Very Conservative,Fair Amount,No,Increase Trust,Somewhat Approve,60+,Female,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172806143,Moderate,Fair Amount,No,Increase Trust,Somewhat Approve,45-59,Female,"$200,000 & up",East North Central,2017-04-28,2017-04-28,1,1,1,1,1,0,0,0,1,0,1,0
6172805330,Liberal,Fair Amount,Yes,Increase Trust,Somewhat Disapprove,45-59,Male,"$75,000-$99,999",West North Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,0,1,1,"BBC, France 1, Radio France"
6172804929,Moderate,Fair Amount,No,No Change,Strongly Disapprove,30-44,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,1,0,1,0,1,0,0,1,1,0
6172804757,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,1,0,0,MSNBC
6172804632,Very Liberal,Not Very Much,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$100,000-$124,999",South Atlantic,2017-04-28,2017-04-28,1,0,0,1,0,0,0,0,0,0,0,0
6172804591,Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Male,Prefer Not To Answer,Mountain,2017-04-28,2017-04-28,0,0,0,1,1,0,0,0,0,1,1,0
6172804409,Conservative,Not Very Much,Yes,Increase Trust,Strongly Approve,60+,Male,Prefer Not To Answer,East North Central,2017-04-28,2017-04-28,0,0,0,0,0,1,0,0,0,0,0,Drudge
6172804225,Conservative,Not Very Much,No,Increase Trust,Somewhat Approve,60+,Male,"$50,000-$74,999",West North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,1,0
6172803990,Liberal,None At All,Yes,Increase Trust,Strongly Disapprove,60+,Female,Prefer Not To Answer,Pacific,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,Wiki leaks and Assange
6172803547,Very Conservative,None At All,No,No Change,Strongly Approve,60+,Male,Prefer Not To Answer,West North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172803414,Liberal,None At All,No,No Change,Somewhat Disapprove,30-44,Female,"$10,000-$24,999",Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,NONE.
6172803351,Conservative,None At All,No,Increase Trust,Somewhat Disapprove,45-59,Female,"$75,000-$99,999",East North Central,2017-04-28,2017-04-28,0,0,0,0,1,0,0,0,0,0,0,0
6172803015,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$50,000-$74,999",West South Central,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,0
6172802822,Moderate,Fair Amount,Yes,Increase Trust,Strongly Disapprove,60+,Male,"$200,000 & up",New England,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,0,1,1,0
6172802738,Very Conservative,Not Very Much,No,Increase Trust,Strongly Approve,45-59,Female,Prefer Not To Answer,Middle Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,0,0,0,0,0,0,none
6172800342,Very Conservative,Fair Amount,No,Increase Trust,Strongly Approve,60+,Female,"$10,000-$24,999",South Atlantic,2017-04-28,2017-04-28,0,0,0,0,0,1,0,0,0,0,0,0
6172800001,Moderate,Not Very Much,No,Increase Trust,Somewhat Approve,45-59,Female,"$75,000-$99,999",West South Central,2017-04-28,2017-04-28,1,1,0,0,0,0,0,0,0,0,0,0
6172799778,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,60+,Female,"$50,000-$74,999",Pacific,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,1,1,0
6172799335,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$125,000-$149,999",West North Central,2017-04-28,2017-04-28,1,1,0,1,0,0,1,0,1,1,1,0
6172798964,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,30-44,Female,"$25,000-$49,999",0,2017-04-28,2017-04-28,1,0,0,0,0,0,0,0,1,0,0,0
6172797835,Very Liberal,Fair Amount,No,Increase Trust,Strongly Disapprove,45-59,Female,"$200,000 & up",South Atlantic,2017-04-28,2017-04-28,1,1,0,1,0,0,0,0,1,1,0,0
6172797573,Moderate,Fair Amount,No,Increase Trust,Strongly Disapprove,60+,Female,"$25,000-$49,999",Pacific,2017-04-28,2017-04-28,1,1,1,1,0,0,0,0,1,1,1,0
6172797480,Conservative,Not Very Much,Yes,No Change,Strongly Approve,60+,Female,"$25,000-$49,999",East North Central,2017-04-28,2017-04-28,0,0,1,0,0,0,0,0,0,1,0,0
6172795492,Moderate,Great Deal,No,Increase Trust,Strongly Disapprove,45-59,Male,"$200,000 & up",Pacific,2017-04-28,2017-04-28,1,1,1,1,0,0,1,0,1,1,1,The economist 
